property_type,society,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,BHK,Location,Other,servant,Store,Pooja,luxury_score,Furnished,carpet12,Build,Super_area
flat,indiabulls enigma,4.25,10953,5,5,3+,4,moderate,5,Sector 110,0,1,0,0,101,1,3102.506599,3490.52865,3879.955394
flat,bestech park view sanskruti,1.68,11052,3,4,3+,15,moderate,3,Sector 92,0,1,0,0,174,0,1519.970319,1710.068867,2119.950105
flat,ireo victory valley,4.55,14536,4,4,3+,19,moderate,4,Sector 67,0,1,0,0,156,0,2502.851617,2815.876452,3130.034481
flat,bestech park view spa next,2.85,12127,4,4,3+,5,old,4,Sector 67,0,1,0,1,149,0,1879.096822,2114.110344,2349.974648
flat,bestech park view spa next,2.35,12144,3,4,3+,14,old,3,Sector 67,0,1,0,0,156,0,1547.294044,1740.809897,1935.026303
flat,dlf the ultima,2.3,10994,3,4,3+,6,new,3,Sector 81,0,1,0,0,167,2,1672.785212,1881.995903,2091.963965
flat,dlf the ultima,2.26,10761,3,4,3+,17,new,3,Sector 81,0,1,0,0,174,2,1679.240519,1889.258557,2100.03689
flat,ambience creacions,4.78,15469,3,4,3,7,moderate,3,Sector 22,1,1,0,0,111,2,2249.978017,2500.023414,3089.992773
flat,tulip ivory,2,8333,4,5,3+,7,old,4,Sector 70,0,1,0,0,174,0,1949.988124,2193.867828,2400.026783
flat,ireo skyon,3.75,13392,4,4,3,12,moderate,4,Sector 60,0,1,0,0,49,0,2349.974648,2649.964541,2800.013307
flat,ambience creacions,6.16,20533,4,5,3+,10,new,4,Sector 22,0,1,0,1,49,0,3000.006569,3375.20922,3751.770157
flat,m3m golfestate,5.3,24211,3,3,3,38,old,3,Sector 65,0,1,0,0,49,2,2188.946704,2462.712307,2849.957803
flat,umang winter hills,0.75,5588,2,2,2,8,moderate,2,Sector 77,0,0,1,0,102,0,968.966278,1140.004649,1342.043052
flat,mapsko mount ville,1.25,8389,3,3,3,18,moderate,3,Sector 79,0,0,0,0,102,0,863.910614,1057.983731,1490.046677
flat,godrej,2,8474,3,4,3+,9,moderate,3,Sector 79,0,1,0,0,108,1,1629.008626,1963.012443,2366.012859
flat,mapsko mount ville,1.3,8724,3,3,3,19,moderate,3,Sector 79,0,0,1,0,102,0,863.910614,1175.956075,1490.046677
flat,city heights,1.75,8750,3,4,3,3,very old,3,Sector 39,0,1,0,0,42,2,2000.040259,2250.179847,2501.224976
flat,kw royal court,2,6250,5,4,3,9,very old,5,Sector 39,0,1,0,0,49,2,3199.999831,3600.215095,4001.879194
flat,shree vardhman victoria,1.78,9128,3,3,3+,7,moderate,3,Sector 70,1,1,0,0,49,1,1559.25788,1754.270017,1949.988124
flat,alpha corp gurgaonone,1.15,7496,2,2,3,14,moderate,2,Sector 84,0,0,0,0,28,1,1260.022134,1417.609671,1533.963389
flat,cghs airport apartment,1.65,7857,3,3,3,1,very old,3,Sector 47,1,0,0,0,136,0,1719.963581,1935.074742,2100.03689
flat,gls avenue 51,0.21,6953,1,1,1,0,moderate,1,Sector 92,0,0,0,0,63,1,302.035034,339.8097332,377.7211819
flat,kamroon court,2.75,13750,3,4,3+,5,old,3,Sector 43,1,1,0,0,49,0,2000.040259,2250.179847,2501.224976
flat,bestech park view spa next,2.72,11574,4,4,3+,0,moderate,4,Sector 67,0,1,0,1,128,0,2001.00901,2249.978017,2349.974648
flat,unitech uniworld gardens,2.4,11505,3,4,3+,10,old,3,Sector 47,0,1,0,0,103,1,1749.994862,1968.861954,2086.04382
flat,tata primanti,4.1,13725,3,3,3,8,old,3,Sector 72,0,1,0,0,38,1,2039.016294,2294.030508,2549.96791
flat,chd avenue,1.12,6215,3,4,3,0,old,3,Sector 71,0,1,0,0,65,1,1440.910586,1621.121348,1801.984499
flat,shree vardhman flora,0.65,4814,2,2,3,10,old,2,Sector 90,0,0,0,0,83,0,1079.499466,1214.509525,1350.008338
flat,krrish provence estate,7.5,7500,5,6,3+,23,moderate,5,Gwal Pahari,1,1,0,1,49,1,7996.231774,8996.298705,9999.986017
flat,dlf the crest,11,35483,4,5,3+,7,moderate,4,Sector 54,0,1,0,1,49,1,3100.0032,3487.712158,3876.824676
flat,dlf regal gardens,1.26,7403,3,3,3,6,moderate,3,Sector 90,1,0,0,0,28,0,1499.949465,1687.54406,1701.987868
flat,dlf regal gardens,1.8,7223,4,4,3+,7,old,4,Sector 90,0,0,0,0,38,1,1771.16409,1992.678759,2214.995342
flat,m3m golfestate,5.9,17484,3,3,3,18,moderate,3,Sector 65,0,1,0,0,76,1,2689.10874,3025.428247,3362.965277
flat,bestech park view city,2.9,12169,4,4,3+,5,old,4,Sector 49,0,1,0,0,117,1,1905.520546,2143.838811,2383.019821
flat,dlf the skycourt,1.59,8242,3,3,3,17,moderate,3,Sector 86,1,0,0,0,165,0,1547.956459,1700.050366,1928.998519
flat,dlf the ultima,2.21,10365,3,3,3+,3,moderate,3,Sector 81,0,1,0,0,149,2,1649.998231,1856.359016,2132.005673
flat,emaar palm gardens,1.48,7789,3,3,3,7,moderate,3,Sector 83,0,1,0,0,66,1,1240.00128,1395.084863,1900.043628
flat,experion the heartsong,0.98,13343,2,3,3,4,moderate,2,Sector 108,0,0,0,0,135,1,734.420897,978.223232,1282.949241
flat,shapoorji pallonji joyville gurugram,2.04,14068,3,3,3+,1,moderate,3,Sector 102,0,0,0,0,72,1,1450.004969,1631.353142,1852.036634
flat,orris aster court premier,1.5,5859,4,5,3+,6,new,4,Sector 85,0,1,0,0,28,0,1800.046997,2017.047221,2559.978337
flat,orris aster court premier,1.49,5820,4,5,3+,10,moderate,4,Sector 85,0,1,0,0,84,0,1890.033201,2017.047221,2559.978337
flat,orris aster court premier,1.2,5660,3,4,2,6,moderate,3,Sector 85,0,1,0,0,28,1,1550.0016,1649.998231,2119.950105
flat,shree vardhman flora,0.86,6254,3,4,3,0,moderate,3,Sector 90,0,1,0,0,84,0,1374.980586,1525.029352,1949.988124
flat,orris carnation residency,0.9,4531,4,4,3,8,old,4,Sector 85,0,0,0,0,40,0,1435.043148,1574.973848,1974.960372
flat,saan verdante,2,10178,3,4,3+,5,new,3,Sector 95,0,1,0,0,49,1,1935.026303,2177.034773,1964.949945
flat,tulip violet,1.85,9203,4,4,2,14,moderate,4,Sector 69,0,0,0,0,157,0,1607.285364,1808.304167,2010.050686
flat,puri emerald bay,2.65,15007,3,4,3,15,moderate,3,Sector 104,0,1,0,0,174,0,1765.710156,1986.542717,2449.971279
flat,emaar gurgaon greens,1.5,9090,3,3,3,7,moderate,3,Sector 102,0,0,0,1,174,0,1022.5705,1150.460608,1649.998231
flat,ats kocoon,1.75,10028,3,3,3,10,moderate,3,Sector 109,0,0,0,1,49,0,1250.011707,1550.0016,1745.043468
flat,puri emerald bay,1.32,8516,2,2,2,10,moderate,2,Sector 104,0,0,0,0,128,1,1239.418937,1394.429689,1550.0016
flat,vatika city homes,0.8,6060,2,2,2,8,old,2,Sector 83,0,0,1,0,22,1,1055.485724,1187.492449,1319.977057
flat,experion the heartsong,1.2,6825,3,2,3+,11,moderate,3,Sector 108,0,1,0,1,174,0,1399.952834,1550.0016,1757.960148
flat,pioneer urban presidia,6.5,14987,4,4,3+,3,old,4,Sector 62,0,0,0,0,86,1,3467.963044,3901.691737,4336.990588
flat,paras dews,1.17,6647,3,4,3+,12,moderate,3,Sector 106,0,1,0,0,49,1,1129.994222,1185.966502,1760.005289
flat,paras dews,1.15,6052,3,4,3,5,moderate,3,Sector 106,0,1,0,0,49,1,1173.049822,1305.015236,1900.043628
flat,la vida by tata housing,2.48,14090,3,3,3+,8,new,3,Sector 113,0,1,0,0,79,1,1760.005289,1980.019405,2217.040483
flat,shri banke bihari society,1.35,9642,3,3,3+,4,very old,3,Sector 56,1,0,0,0,174,0,1399.952834,1450.004969,1499.949465
flat,indiabulls centrum park,1.15,8679,2,2,3,10,moderate,2,Sector 103,0,0,0,0,174,0,864.987004,973.1685729,1325.03609
flat,sobha city,2.95,14727,3,4,2,12,moderate,3,Sector 108,0,0,0,0,49,1,1399.952834,1599.946096,2002.946512
flat,m3m merlin,3.4,14418,3,4,3,17,moderate,3,Sector 67,0,1,0,0,174,0,1885.552129,2121.372999,2358.047573
flat,m3m merlin,2.8,13671,3,3,3,2,moderate,3,Sector 67,0,0,1,0,174,2,1637.668342,1842.487061,2048.047253
flat,ats kocoon,2.15,10262,3,4,3,9,moderate,3,Sector 109,0,1,0,0,97,1,1675.195193,1884.707294,2094.977857
flat,shapoorji pallonji joyville gurugram,1.76,10224,3,3,3,1,moderate,3,Sector 102,0,0,0,0,100,1,1352.946269,1522.155575,1691.977441
flat,puri diplomatic greens,3.45,11694,4,5,3+,10,moderate,4,Sector 111,0,1,0,0,101,1,2358.855236,2653.870836,2949.954434
flat,indiabulls enigma,3.3,9850,4,5,3,7,moderate,4,Sector 110,0,1,0,0,101,1,2678.780249,3013.808,3350.048597
flat,ats triumph,1.75,7641,3,4,3+,11,moderate,3,Sector 104,0,1,0,0,110,1,1831.155409,2060.173029,2290.019725
flat,ats triumph,2.78,8825,4,4,3+,11,moderate,4,Sector 104,0,1,0,0,110,1,2518.774707,2833.791,3149.947696
flat,paras dews,1.42,6029,4,6,3+,11,moderate,4,Sector 106,0,1,0,0,143,1,1883.142148,2118.661608,2355.033681
flat,shapoorji pallonji joyville gurugram,2.4,10545,4,4,3+,15,moderate,4,Sector 102,0,0,0,0,108,1,1728.817276,1945.035745,2162.036954
flat,experion the heartsong,2.28,8204,4,5,3+,8,moderate,4,Sector 108,0,0,0,0,101,1,2222.17487,2500.096229,2779.023702
flat,sobha city,1.9,13758,2,2,2,8,moderate,2,Sector 108,0,0,0,0,85,1,1104.287845,1242.398118,1381.00837
flat,sobha city,3.25,15685,3,3,3,12,moderate,3,Sector 108,0,0,0,0,99,1,1656.862121,1864.081354,2072.05075
flat,sbtl caladium,1.6,6286,3,3,3,9,moderate,3,Sector 109,0,1,0,0,75,1,2035.057039,2289.57608,2545.016516
flat,ats triumph,4.45,6846,4,5,3+,27,moderate,4,Sector 104,0,0,0,0,110,1,6499.996293,7312.933128,8128.812906
flat,m3m woodshire,0.82,6002,2,2,3+,7,moderate,2,Sector 107,0,0,0,0,111,1,1092.324009,1228.937998,1366.046549
flat,signature global solera,0.5,7751,3,2,2,6,moderate,3,Sector 107,1,0,0,0,15,1,644.972888,725.6378906,806.5949117
flat,signature global solera,0.52,8062,3,2,2,5,moderate,3,Sector 107,1,0,0,0,15,1,644.972888,725.6378906,806.5949117
flat,signature global solera,0.28,5725,2,2,2,6,moderate,2,Sector 107,0,0,0,0,45,1,489.003977,550.1623727,611.5421702
flat,signature global solera,0.29,5930,2,2,2,3,moderate,2,Sector 107,0,0,0,0,45,1,489.003977,550.1623727,611.5421702
flat,experion the heartsong,0.97,9238,2,2,3,10,moderate,2,Sector 108,0,1,0,0,165,1,1050.018445,1181.341392,1313.139747
flat,m3m woodshire,0.8,5856,2,2,3+,7,moderate,2,Sector 107,0,0,0,0,165,0,1092.324009,1228.937998,1366.046549
flat,emaar gurgaon greens,1.45,14179,3,3,3,10,moderate,3,Sector 102,0,1,0,0,165,1,1022.5705,1150.460608,1649.998231
flat,laxmi apartment,0.55,6470,3,2,1,3,moderate,3,Sai Kunj,0,0,0,0,0,1,850.025183,956.3355177,1063.030711
flat,pareena coban residences,1.1,7096,2,2,3,9,new,2,Sector 99A,0,0,0,0,88,1,1199.959572,1350.035248,1550.0016
flat,ireo the corridors,1.4,9433,2,2,2,8,moderate,2,Sector 67A,1,0,0,0,90,1,860.03561,967.5979216,1484.018893
flat,tulip violet,1.42,8998,3,3,2,8,moderate,3,Sector 69,0,0,0,1,94,0,1261.797335,1419.606891,1577.98774
flat,dlf the primus,2.95,11451,4,5,3+,10,moderate,4,Sector 82A,0,1,0,0,174,2,1700.050366,1912.671035,2576.016548
flat,experion windchants,2.6,10651,2,2,3,8,moderate,2,Sector 112,0,0,0,0,168,1,1723.460442,1939.008946,2441.037242
flat,ansal housing highland park,1.1,6242,3,3,3+,7,new,3,Sector 103,0,0,0,0,87,1,1299.956203,1499.949465,1762.05043
flat,m3m woodshire,0.75,5490,2,2,3+,14,moderate,2,Sector 107,0,0,0,1,174,0,1050.018445,1181.341392,1366.046549
flat,m3m woodshire,1.3,8922,3,3,3+,4,moderate,3,Sector 107,0,0,0,1,174,0,1457.001504,1553.984243,1942.991589
flat,m3m woodshire,1.49,6310,3,4,3+,5,moderate,3,Sector 107,0,1,1,0,174,0,1887.87604,2123.987555,2360.953826
flat,godrej oasis,1.19,10162,2,2,3,15,moderate,2,Sector 88A,0,0,0,1,174,0,1171.004681,1317.459047,1628.039875
flat,godrej oasis,1.15,7116,2,2,3,14,moderate,2,Sector 88A,0,0,0,1,174,1,1167.990789,1314.068216,1615.984307
flat,satya the hermitage,0.99,6655,3,4,3+,2,moderate,3,Sector 103,0,1,0,1,174,0,1494.998071,1681.973408,1990.998583
flat,vatika gurgaon,0.78,6265,2,2,2,3,moderate,2,Sector 83,0,0,0,1,165,0,789.962621,850.025183,1244.952674
flat,vatika gurgaon,1.15,5808,3,3,2,3,moderate,3,Sector 83,0,1,1,1,165,0,1308.029128,1350.008338,1980.019405
flat,raheja vedaanta,0.8,4080,3,3,3,9,moderate,3,Sector 108,0,0,0,1,174,1,1469.74429,1653.561206,1838.043564
flat,conscient heritage max,2.2,10237,3,4,3+,20,moderate,3,Sector 102,0,1,0,0,45,0,1129.994222,1185.966502,2149.012635
flat,shree arihant apartment,1.55,8611,3,3,3,3,old,3,Sector 54,0,1,0,0,109,0,1800.046997,1900.043628,2000.040259
flat,tulip violet,1.55,9822,3,3,2,0,moderate,3,Sector 69,0,0,0,1,129,0,1261.797335,1419.606891,1577.98774
flat,tulip white,0.9,6000,3,2,3+,1,moderate,3,Sector 69,0,0,0,0,149,0,1050.018445,1326.004841,1499.949465
flat,denso haryana housing society,0.9,4308,3,3,3+,5,old,3,Manesar,0,1,0,0,7,1,2088.950073,2350.20937,2612.414461
flat,the nav manesar apartment,0.85,3953,3,3,3+,5,old,3,Sector 1,0,1,0,0,5,1,1719.177351,1934.19018,2149.981386
flat,ireo skyon,3,12484,3,3,3,5,moderate,3,Sector 60,0,1,0,0,174,0,2200.033521,2400.026783,2403.040675
flat,ireo skyon,2.12,15531,2,2,2,2,moderate,2,Sector 60,0,0,0,1,174,0,1299.956203,1350.008338,1364.970159
flat,umang winter hills,1.05,5762,3,3,3,7,moderate,3,Sector 77,0,0,0,0,49,1,1399.952834,1599.946096,1822.005353
flat,ss the leaf,1.65,6852,3,4,3,9,new,3,Sector 85,0,0,0,1,21,1,1925.488962,2166.304622,2407.992069
flat,alpha corp gurgaonone,1.5,7641,3,3,3,20,moderate,3,Sector 84,0,1,0,0,37,0,1700.050366,1912.671035,1963.012443
flat,m3m merlin,3.4,14418,3,4,3+,16,moderate,3,Sector 67,0,1,0,0,158,0,1885.552129,2121.372999,2358.047573
flat,m3m merlin,3.5,14843,3,4,3+,15,moderate,3,Sector 67,0,1,0,0,158,0,1885.552129,2121.372999,2358.047573
flat,ireo victory valley,3.15,12846,3,4,3+,15,moderate,3,Sector 67,0,1,0,1,149,0,1960.691902,2205.910299,2452.01642
flat,dlf the icon,5.25,20388,4,4,3,9,very old,4,DLF Phase 5,1,1,0,1,135,1,2559.978337,2569.988764,2575.047797
flat,m3m merlin,2.78,13580,3,3,3+,4,moderate,3,Sector 67,0,0,0,1,157,0,1636.807634,1841.518707,2046.970863
flat,ansal heights,0.72,4500,3,3,3,9,moderate,3,Sector 92,0,1,0,0,49,1,1599.946096,1700.050366,1935.026303
flat,professors enclave cghs,1.55,7750,3,3,3+,6,old,3,Sector 56,0,1,0,0,49,0,1599.280783,1799.298475,2000.040259
flat,ansal maple heights,1.5,12658,3,3,3+,7,very old,3,Sector 43,0,0,1,0,174,0,1184.997751,1384.991013,1399.952834
flat,ireo victory valley,3.05,16266,3,4,2,35,moderate,3,Sector 67,0,1,0,0,165,0,1874.963741,2200.033521,2384.957323
flat,ireo the grand arch,3.83,21577,3,4,2,10,moderate,3,sector 58,0,1,0,0,174,0,1774.96711,2000.040259,2163.974456
flat,m3m skywalk,2.25,13636,3,3,2,9,moderate,3,Sector 74,0,1,0,0,174,0,1649.998231,1938.040195,2038.036826
flat,vatika gurgaon,1.4,7179,4,4,3,10,moderate,4,Sector 83,0,1,0,0,35,1,1949.988124,2193.867828,2438.630411
flat,experion windchants,3.75,13383,3,5,3+,22,moderate,3,Sector 112,0,1,0,0,49,0,2240.507942,2520.722168,2801.950809
flat,capital residences 360,1.51,7641,3,3,3,7,moderate,3,Sector 70A,0,1,0,0,49,1,1580.087004,1777.704182,1976.036762
flat,bestech park view city,2.7,11713,3,3,3+,7,moderate,3,Sector 48,0,1,0,0,174,0,1700.050366,2000.040259,2304.981546
flat,la vida by tata housing,3.35,12444,4,4,3+,11,moderate,4,Sector 113,0,1,0,0,174,1,2691.943751,3028.617825,3366.510705
flat,tulip violet,1.5,10714,3,3,2,8,moderate,3,Sector 69,0,0,0,1,174,0,1399.952834,1575.041122,1577.98774
flat,bestech park view grand spa,2.2,8270,3,4,3+,8,moderate,3,Sector 81,0,1,0,0,165,0,2300.030152,2587.688659,2659.974968
flat,dlf the primus,2.55,11218,4,4,3+,14,moderate,4,Sector 82A,0,0,0,0,44,2,1339.997911,1507.5878,2273.012763
flat,signature global synera,0.45,7525,2,2,2,6,moderate,2,Sector 81,0,0,1,0,39,0,598.042284,672.8378038,747.9040937
flat,vatika gurgaon,1.18,6801,3,3,2,14,moderate,3,Sector 83,0,0,0,0,26,1,1499.949465,1687.54406,1735.033041
flat,alpha corp gurgaonone,0.85,6692,2,2,3,6,moderate,2,Sector 84,0,0,0,0,28,0,1050.018445,1181.341392,1270.032561
flat,alpha corp gurgaonone,1.49,7590,3,3,3,6,moderate,3,Sector 84,0,1,0,0,28,1,1700.050366,1912.671035,1963.012443
flat,parsvnath exotica,6.5,19174,4,5,3+,10,moderate,4,Sector 53,0,1,0,1,174,0,2500.023414,3000.006569,3389.982666
flat,sare homes,1.18,5207,4,4,3,8,moderate,4,Sector 92,0,1,0,0,108,1,2266.016228,2549.420706,2833.851148
flat,sare homes,0.8,5252,3,3,3,7,moderate,3,Sector 92,0,0,0,0,80,0,1522.984211,1713.459699,1904.624734
flat,vatika gurgaon,1.42,8875,4,4,3,7,moderate,4,Sector 83,0,1,0,0,103,1,1599.946096,2000.040259,2390.016356
flat,m3m golfestate,5,16666,3,3,3,2,moderate,3,Sector 65,0,1,0,0,174,0,3000.006569,3244.992933,3245.961684
flat,dlf the skycourt,1.72,8916,3,3,1,8,moderate,3,Sector 86,1,0,0,0,49,0,1542.474082,1735.387114,1928.998519
flat,emaar emerald hills,1.95,13928,3,3,3+,1,new,3,Sector 65,0,0,1,0,117,2,1399.952834,1575.041122,1750.763255
flat,mapsko paradise,0.75,5597,3,3,3,10,new,3,Sector 83,1,0,0,0,49,0,999.96631,1125.029373,1339.997911
flat,bptp terra,1.72,7850,3,3,3+,10,moderate,3,Sector 37D,0,1,0,0,31,1,1751.970311,1971.084466,2190.991845
flat,adani m2k oyster grande,2.5,7817,4,5,3+,10,moderate,4,Sector 102,0,1,0,1,174,0,2349.974648,2600.020045,3197.95469
flat,emaar imperial gardens,1.7,8395,3,4,3+,8,moderate,3,Sector 102,0,1,0,1,174,0,1599.946096,1749.994862,2025.012507
flat,unitech fresco,1.14,8532,2,2,2,19,old,2,Nirvana Country,1,0,0,0,174,0,1099.962941,1329.987484,1336.015268
flat,ansal maple crescent,1.35,10037,3,3,3,2,very old,3,Sushant Lok Phase 1,1,0,0,0,93,0,1299.956203,1319.977057,1344.949305
flat,prime habitat,0.27,6049,2,2,1,10,moderate,2,Sector 99A,0,0,0,0,67,1,447.993518,504.0228472,560.2550104
flat,dlf new town heights,1.4,5942,4,4,3+,20,moderate,4,Sector 86,0,1,0,1,65,1,1883.916785,2119.533127,2356.002432
flat,dlf new town heights,1.25,6476,3,4,3+,2,moderate,3,Sector 86,0,1,0,1,65,1,1543.248719,1736.258633,1929.96727
flat,ss the leaf,1.18,10727,2,2,3,9,moderate,2,Sector 85,0,0,0,0,150,0,1099.962941,1700.050366,1740.953186
flat,ss the leaf,1.1,9565,2,2,3,10,moderate,2,Sector 85,0,0,0,1,150,1,1150.015076,1599.946096,1639.987804
flat,m3m woodshire,1.21,6227,3,3,3,7,old,3,Sector 107,0,0,0,0,126,0,1499.949465,1687.54406,1942.991589
flat,indiabulls enigma,3.45,10147,4,4,3,9,old,4,Sector 110,0,1,0,0,125,1,2718.717082,3058.739623,3399.993093
flat,shapoorji pallonji joyville gurugram,1.95,10529,3,3,3,10,moderate,3,Sector 102,0,0,0,0,59,1,1480.933489,1666.149807,1852.036634
flat,puri diplomatic greens,3.65,12372,4,5,3+,17,old,4,Sector 111,0,1,0,0,132,0,2358.855236,2653.870836,2949.954434
flat,dlf regency park,2.3,11817,3,3,3,7,old,3,DLF Phase 4,0,1,0,0,117,1,1579.471991,1777.012251,1975.267634
flat,emaar mgf the palm drive,3.4,15454,3,4,3,9,moderate,3,Sector 66,0,1,1,0,96,0,1759.200254,1979.218639,2200.033521
flat,eldeco accolade,1.14,6530,3,3,3+,4,moderate,3,Sohna,0,0,0,0,157,1,1061.966374,1194.783616,1750.963613
flat,eldeco accolade,0.96,6571,2,2,3+,14,moderate,2,Sohna,0,0,0,0,151,1,848.948793,955.1245065,1457.001504
flat,la vida by tata housing,3.05,15561,3,4,3,3,moderate,3,Sector 113,0,1,0,0,174,1,1959.998551,2149.981386,2690.006249
flat,la vida by tata housing,2.35,13352,3,4,3,3,moderate,3,Sector 113,0,1,0,0,174,1,1760.005289,1929.96727,2217.040483
flat,pareena coban residences,1.05,6774,2,2,3,2,moderate,2,Sector 99A,0,0,0,0,49,1,1240.00128,1390.050046,1550.0016
flat,pareena coban residences,1.02,8793,2,2,3,3,moderate,2,Sector 99A,0,0,0,0,174,1,1160.025503,1429.984115,1550.0016
flat,pareena coban residences,1.08,6625,3,5,3,2,moderate,3,Sector 99A,1,1,0,0,49,1,1629.977377,1749.994862,1997.026367
flat,tata gurgaon gateway,1.75,10443,2,2,2,10,moderate,2,Sector 113,0,0,0,0,104,1,1263.432679,1421.446764,1580.032881
flat,tata gurgaon gateway,2.45,10786,3,3,3,8,moderate,3,Sector 113,0,0,0,0,110,1,1779.168671,2001.684451,2225.005769
flat,tata gurgaon gateway,6,9139,5,6,3+,24,old,5,Sector 113,0,0,0,0,117,1,6565.010249,7386.078202,8210.118534
flat,ats kocoon,1.68,9627,3,3,3,8,moderate,3,Sector 109,0,0,0,0,142,1,1395.379154,1569.895424,1745.043468
flat,shapoorji pallonji joyville gurugram,1.26,10041,2,2,2,10,moderate,2,Sector 102,0,0,0,0,108,1,971.5667337,1093.077939,1215.029032
flat,conscient heritage max,1.82,9011,3,4,3+,12,moderate,3,Sector 102,0,1,0,0,101,1,1552.888644,1747.104197,1942.022838
flat,puri diplomatic greens,2.58,11727,3,4,2,9,moderate,3,Sector 111,0,1,0,0,101,1,1759.200254,1979.218639,2200.033521
flat,la vida by tata housing,1.75,10489,2,2,3,10,moderate,2,Sector 113,0,0,0,0,93,1,1257.83808,1415.152463,1573.036346
flat,sobha city,2.6,15195,3,3,2,8,moderate,3,Sector 108,0,0,0,0,99,1,1368.180794,1539.29544,1711.029544
flat,sobha city,2.9,14478,3,4,2,11,moderate,3,Sector 108,0,0,0,0,108,1,1601.604694,1801.913031,2002.946512
flat,m3m woodshire,1.4,5929,3,4,3+,6,moderate,3,Sector 107,0,1,0,0,117,1,1887.87604,2123.987555,2360.953826
flat,ats tourmaline,2.95,9365,4,5,3+,10,moderate,4,Sector 109,0,1,0,0,101,1,2518.774707,2833.791,3149.947696
flat,ats tourmaline,2.25,8704,3,4,3,14,moderate,3,Sector 109,0,1,0,0,101,1,2066.98929,2325.502012,2584.950585
flat,ats tourmaline,1.4,8000,3,3,3+,9,moderate,3,Sector 109,0,0,0,0,95,1,1399.338409,1574.349853,1749.994862
flat,sbtl caladium,1.26,6542,3,2,3,8,moderate,3,Sector 109,0,0,0,0,103,1,1503.311886,1691.32701,1880.022774
flat,tulip violet,1.7,8623,4,4,1,12,moderate,4,Sector 69,0,0,0,0,88,1,1575.267041,1772.2814,1970.008978
flat,tulip violet,1.43,9039,3,3,2,1,moderate,3,Sector 69,0,0,0,1,102,1,1261.797335,1419.606891,1577.98774
flat,tulip violet,1.3,8283,3,3,1,12,moderate,3,Sector 69,0,0,0,1,86,1,1253.792754,1410.6012,1567.977313
flat,tulip violet,1.32,8411,3,3,1,12,moderate,3,Sector 69,0,0,0,1,86,1,1253.792754,1410.6012,1567.977313
flat,tulip violet,2,9950,4,4,2,0,moderate,4,Sector 69,0,0,0,0,95,1,1607.285364,1808.304167,2010.050686
flat,tulip violet,1.43,8886,3,3,2,1,moderate,3,Sector 69,0,0,0,1,86,1,1285.811077,1446.623966,1608.019021
flat,dlf the ultima,3.46,12047,4,4,3+,10,new,4,Sector 81,0,1,0,0,161,2,2296.540006,2583.76201,2872.023798
flat,dlf the ultima,2.25,10553,3,3,3+,6,new,3,Sector 81,0,1,0,0,168,2,1704.803534,1918.01867,2132.005673
flat,ats kocoon,1.7,9742,3,3,3,21,old,3,Sector 109,0,0,0,0,49,1,1250.011707,1550.0016,1745.043468
flat,sbtl caladium,1.8,7072,3,3,3+,10,moderate,3,Sector 109,0,0,0,0,174,1,1526.966854,1717.94044,2545.016516
flat,sbtl caladium,1.35,7180,3,2,3+,12,moderate,3,Sector 109,0,0,0,0,128,1,1127.949081,1269.018601,1880.022774
flat,m3m golfestate,5.4,18126,3,4,3,19,old,3,Sector 65,0,1,0,0,174,0,2382.094341,2680.016393,2979.016964
flat,shree arihant apartment,1.55,7380,3,3,3+,3,old,3,Sector 54,1,0,0,1,125,0,1900.043628,2000.040259,2100.03689
flat,m3m skywalk,1.6,9512,2,2,2,26,moderate,2,Sector 74,0,0,0,0,158,0,1344.949305,1513.158452,1681.967014
flat,the lions cghs,2.09,8708,4,4,3+,7,moderate,4,Sector 56,1,0,0,0,125,0,2200.033521,2300.030152,2400.026783
flat,sunischit apartments,1.75,7954,3,3,3+,6,old,3,Sector 54,0,1,0,0,126,0,2000.040259,2100.03689,2200.033521
flat,emaar palm gardens,1.38,8023,3,3,3,5,moderate,3,Sector 83,0,1,0,0,8,0,1150.015076,1350.008338,1719.963581
flat,emaar mgf emerald floors premier,2.25,13636,3,3,3,3,moderate,3,Sector 65,0,1,0,0,49,0,1350.008338,1599.946096,1649.998231
flat,dlf the ultima,2.4,11412,3,4,3+,19,moderate,3,Sector 81,0,1,0,0,174,2,1681.6505,1891.969948,2103.050782
flat,emaar palm gardens,1.72,9052,3,3,3,4,moderate,3,Sector 83,0,1,0,0,165,0,1240.00128,1599.946096,1900.043628
flat,umang monsoon breeze,0.88,4746,3,4,3,8,old,3,Sector 78,0,1,0,1,111,1,1501.025855,1667.973944,1853.974136
flat,emaar palm gardens,3.15,8400,5,7,3+,15,moderate,5,Sector 83,0,1,0,0,165,0,2444.912246,3199.999831,3750.035121
flat,bptp terra,1.72,9497,3,3,3,9,moderate,3,Sector 37D,0,0,0,0,24,0,996.306584,1120.911935,1811.026175
flat,m3m skywalk,1.47,10954,2,2,3,26,new,2,Sector 74,0,0,0,0,31,0,1131.486205,1272.998103,1415.022294
flat,chd avenue,1.1,6104,3,4,3,3,old,3,Sector 71,0,1,0,0,26,1,1440.910586,1621.121348,1801.984499
flat,chd avenue,1.32,6019,4,4,3,14,old,4,Sector 71,0,1,0,0,65,1,1753.605655,1972.924339,2193.036986
