BHK,House,Location,Bedroom,Bathroom,balcony,Furnish_Details,other,Study,pooja,store,servant,Floor,price,rate,society,AgeofProperty,Feature,plot,Build,carpet
6,House,Sector 17 Gurgaon,6,6,3+ ,0,0,1,1,0,0,3,2.98,20566,IFFCO Nagar and 17B RWA,moderate,78,1453.1265,1118.907405,1056.819273
9,House,Sector 38 Gurgaon,9,9,3+ ,1,0,0,1,1,0,2,4,22222,Huda Floor,moderate,152,1797.5713,1384.129901,1307.324582
4,House,Sector 46 Gurgaon,4,4,3,1,0,0,0,1,0,3,2.4,26667,,old,44,904.1676,696.209052,657.5764364
5,House,Sector 57 Gurgaon,5,4,3+ ,1,0,0,0,1,0,2,3.15,20349,,old,60,1550.0016,1193.501232,1127.273891
5,House,Sector 46 Gurgaon,5,4,2,1,0,0,0,1,0,3,4.25,23148,,old,57,1840.6269,1417.282713,1338.637745
9,House,Sector 40 Gurgaon,9,9,3+ ,1,0,0,1,0,0,3,5,21124,,moderate,66,2368.058,1823.40466,1722.224
3,House,Sector 46 Gurgaon,3,3,2,1,0,0,0,1,0,3,2.2,24202,,very old,56,904.1676,696.209052,657.5764364
4,House,Sector 31 Gurgaon,4,3,3,1,0,0,0,1,0,2,3.5,24155,,old,81,1453.1265,1118.907405,1056.819273
8,House,Sector 46 Gurgaon,8,6,3+ ,1,0,0,0,0,1,3,5.65,23870,,old,67,2368.058,1823.40466,1722.224
5,House,Sector 46 Gurgaon,5,4,3+ ,1,0,0,0,0,1,3,3.55,24500,,old,73,1453.1265,1118.907405,1056.819273
5,House,Sector 46 Gurgaon,5,5,3+ ,1,0,0,0,0,1,3,3.6,24845,,old,75,1453.1265,1118.907405,1056.819273
5,House,Sushant Lok Phase 2,5,4,3+ ,1,0,0,0,1,1,2,3.1,20026,,old,59,1550.0016,1193.501232,1127.273891
3,House,Sushant Lok Phase 3,3,3,3,1,0,0,0,1,0,2,4.75,28787,,old,96,1603.8211,1234.942247,1166.415345
3,House,Bissar,3,3,2,1,1,1,1,0,1,2,3.05,12551,Silverglades Tarudhan Valley Golf Resort,old,160,2432.6414,1873.133878,1769.193745
4,House,Sector 26 Gurgaon,4,4,3,1,0,1,1,0,1,2,5.5,30556,DLF City Phase 1,old,69,1797.5713,1384.129901,1307.324582
3,House,DLF Phase 2,3,2,3,0,0,1,0,0,0,2,4.25,31481,DLF City Plots Phase 2,very old,35,1345.4875,1036.025375,978.5363636
3,House,Sector 26 Gurgaon,3,3,2,1,0,1,0,0,1,2,4.5,33333,DLF City Phase 1,old,70,1345.4875,1036.025375,978.5363636
3,House,Sector 26 Gurgaon,3,3,3,1,0,1,0,0,0,2,3.25,33129,DLF City Phase 1,very old,79,979.5149,754.226473,712.3744727
3,House,Bissar,3,3,2,1,1,1,1,0,1,2,3.6,14815,Silverglades Tarudhan Valley Golf Resort,old,160,2432.6414,1873.133878,1769.193745
